Provincias;Ramas de actividad;Magnitud;periodo;Total
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;514,1
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;524,7
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;513,3
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);455,9
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;447,3
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;462,5
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;448,7
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);799,2
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;774,0
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;778,5
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;774,2
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);737,8
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;710,9
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;717,2
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;713,3
08 Barcelona;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);2.695,2
08 Barcelona;TOTAL PERSONAS;Empleo total (miles de personas);2020;2.641,1
08 Barcelona;TOTAL PERSONAS;Empleo total (miles de personas);2019;2.751,4
08 Barcelona;TOTAL PERSONAS;Empleo total (miles de personas);2018;2.676,9
08 Barcelona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);2.362,6
08 Barcelona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;2.323,4
08 Barcelona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;2.428,5
08 Barcelona;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;2.352,5
48 Bizkaia;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);511,6
48 Bizkaia;TOTAL PERSONAS;Empleo total (miles de personas);2020;507,1
48 Bizkaia;TOTAL PERSONAS;Empleo total (miles de personas);2019;530,1
48 Bizkaia;TOTAL PERSONAS;Empleo total (miles de personas);2018;522,8
48 Bizkaia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);449,6
48 Bizkaia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;441,7
48 Bizkaia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;464,3
48 Bizkaia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;457,7
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);6,0
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;4,6
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;4,8
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;4,8
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);3,3
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;2,5
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;2,6
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;2,8
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);71,6
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;74,5
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;77,4
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;76,7
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);68,9
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;71,8
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;75,3
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;74,3
48 Bizkaia;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);65,9
48 Bizkaia;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;68,9
48 Bizkaia;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;71,8
48 Bizkaia;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;71,1
48 Bizkaia;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);63,4
48 Bizkaia;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;66,4
48 Bizkaia;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;69,8
48 Bizkaia;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;68,9
48 Bizkaia;F. Construcción;Empleo total (miles de personas);2021(P);36,0
48 Bizkaia;F. Construcción;Empleo total (miles de personas);2020;34,1
48 Bizkaia;F. Construcción;Empleo total (miles de personas);2019;34,2
48 Bizkaia;F. Construcción;Empleo total (miles de personas);2018;31,1
48 Bizkaia;F. Construcción;Empleo asalariado (miles de personas);2021(P);29,5
48 Bizkaia;F. Construcción;Empleo asalariado (miles de personas);2020;28,3
48 Bizkaia;F. Construcción;Empleo asalariado (miles de personas);2019;28,5
48 Bizkaia;F. Construcción;Empleo asalariado (miles de personas);2018;25,6
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);146,0
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;145,4
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;158,5
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;155,0
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);112,3
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;110,7
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;122,1
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;118,7
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);79,2
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;80,1
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;80,7
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;79,7
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);73,9
