Provincias;Ramas de actividad;Magnitud;periodo;Total
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;169,0
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;167,5
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);157,8
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;151,4
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;155,4
30 Murcia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;154,7
30 Murcia;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);620,8
30 Murcia;TOTAL PERSONAS;Empleo total (miles de personas);2020;604,1
30 Murcia;TOTAL PERSONAS;Empleo total (miles de personas);2019;630,2
30 Murcia;TOTAL PERSONAS;Empleo total (miles de personas);2018;613,8
30 Murcia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);531,8
30 Murcia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;514,9
30 Murcia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;539,8
30 Murcia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;525,9
31 Navarra;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);302,7
31 Navarra;TOTAL PERSONAS;Empleo total (miles de personas);2020;299,9
31 Navarra;TOTAL PERSONAS;Empleo total (miles de personas);2019;315,5
31 Navarra;TOTAL PERSONAS;Empleo total (miles de personas);2018;306,1
31 Navarra;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);262,9
31 Navarra;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;259,6
31 Navarra;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;271,9
31 Navarra;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;263,2
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);11,1
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;11,3
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;12,6
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;12,6
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);6,6
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;6,1
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;6,1
31 Navarra;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;6,2
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);70,6
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;71,6
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;74,1
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;71,3
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);67,8
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;69,2
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;71,7
31 Navarra;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;68,9
31 Navarra;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);66,3
31 Navarra;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;67,2
31 Navarra;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;70,2
31 Navarra;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;67,3
31 Navarra;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);63,8
31 Navarra;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;65,1
31 Navarra;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;67,9
31 Navarra;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;65,0
31 Navarra;F. Construcción;Empleo total (miles de personas);2021(P);18,2
31 Navarra;F. Construcción;Empleo total (miles de personas);2020;18,1
31 Navarra;F. Construcción;Empleo total (miles de personas);2019;19,6
31 Navarra;F. Construcción;Empleo total (miles de personas);2018;18,3
31 Navarra;F. Construcción;Empleo asalariado (miles de personas);2021(P);15,3
31 Navarra;F. Construcción;Empleo asalariado (miles de personas);2020;15,2
31 Navarra;F. Construcción;Empleo asalariado (miles de personas);2019;16,1
31 Navarra;F. Construcción;Empleo asalariado (miles de personas);2018;14,9
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);72,8
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;73,2
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;79,8
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;77,3
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);55,7
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;56,0
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;61,7
31 Navarra;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;58,9
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);34,9
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;34,5
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;36,3
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;34,1
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);30,0
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;29,1
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;30,3
31 Navarra;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;28,7
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);95,1
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;91,2
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;93,1
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;92,5
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);87,5
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;84,0
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;86,0
31 Navarra;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;85,6
31 Navarra;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);302,7
31 Navarra;TOTAL PERSONAS;Empleo total (miles de personas);2020;299,9
31 Navarra;TOTAL PERSONAS;Empleo total (miles de personas);2019;315,5
31 Navarra;TOTAL PERSONAS;Empleo total (miles de personas);2018;306,1
31 Navarra;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);262,9
31 Navarra;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;259,6
31 Navarra;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;271,9
31 Navarra;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;263,2
32 Ourense;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);110,8
32 Ourense;TOTAL PERSONAS;Empleo total (miles de personas);2020;107,9
32 Ourense;TOTAL PERSONAS;Empleo total (miles de personas);2019;113,5
32 Ourense;TOTAL PERSONAS;Empleo total (miles de personas);2018;110,5
32 Ourense;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);90,1
32 Ourense;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;87,6
32 Ourense;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;91,8
32 Ourense;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;89,4
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);5,2
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;5,2
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;5,2
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;5,1
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);2,3
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;2,1
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;2,1
32 Ourense;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;2,4
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);15,0
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;15,4
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;16,6
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;16,2
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);14,0
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;14,4
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;15,5
32 Ourense;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;15,1
32 Ourense;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);13,1
32 Ourense;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;13,7
32 Ourense;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;14,9
32 Ourense;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;14,5
32 Ourense;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);12,1
32 Ourense;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;12,7
32 Ourense;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;13,8
32 Ourense;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;13,4
32 Ourense;F. Construcción;Empleo total (miles de personas);2021(P);8,2
32 Ourense;F. Construcción;Empleo total (miles de personas);2020;8,2
32 Ourense;F. Construcción;Empleo total (miles de personas);2019;9,0
32 Ourense;F. Construcción;Empleo total (miles de personas);2018;8,3
32 Ourense;F. Construcción;Empleo asalariado (miles de personas);2021(P);6,5
32 Ourense;F. Construcción;Empleo asalariado (miles de personas);2020;6,4
32 Ourense;F. Construcción;Empleo asalariado (miles de personas);2019;7,2
32 Ourense;F. Construcción;Empleo asalariado (miles de personas);2018;6,7
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);34,3
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;32,6
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;35,4
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;34,2
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);25,5
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;24,1
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;25,9
32 Ourense;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;24,4
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);10,5
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;10,4
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2019;10,6
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2018;10,1
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2021(P);7,7
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2020;7,8
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2019;7,9
32 Ourense;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo asalariado (miles de personas);2018;7,6
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2021(P);37,6
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2020;36,1
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2019;36,7
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo total (miles de personas);2018;36,6
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2021(P);34,1
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2020;32,8
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2019;33,2
32 Ourense;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;Empleo asalariado (miles de personas);2018;33,2
32 Ourense;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);110,8
32 Ourense;TOTAL PERSONAS;Empleo total (miles de personas);2020;107,9
32 Ourense;TOTAL PERSONAS;Empleo total (miles de personas);2019;113,5
32 Ourense;TOTAL PERSONAS;Empleo total (miles de personas);2018;110,5
32 Ourense;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);90,1
32 Ourense;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;87,6
32 Ourense;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;91,8
32 Ourense;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;89,4
34 Palencia;TOTAL PERSONAS;Empleo total (miles de personas);2021(P);65,7
34 Palencia;TOTAL PERSONAS;Empleo total (miles de personas);2020;65,5
34 Palencia;TOTAL PERSONAS;Empleo total (miles de personas);2019;69,2
34 Palencia;TOTAL PERSONAS;Empleo total (miles de personas);2018;68,2
34 Palencia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2021(P);54,9
34 Palencia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2020;54,4
34 Palencia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2019;56,1
34 Palencia;TOTAL PERSONAS;Empleo asalariado (miles de personas);2018;55,4
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2021(P);5,2
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2020;5,2
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2019;5,2
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;Empleo total (miles de personas);2018;6,2
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2021(P);2,5
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2020;2,4
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2019;2,2
34 Palencia;A. Agricultura, ganadería, silvicultura y pesca;Empleo asalariado (miles de personas);2018;2,5
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2021(P);12,4
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2020;12,9
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2019;13,8
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo total (miles de personas);2018;13,5
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2021(P);11,9
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2020;12,5
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2019;13,3
34 Palencia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Empleo asalariado (miles de personas);2018;13,0
34 Palencia;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2021(P);11,6
34 Palencia;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2020;12,1
34 Palencia;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2019;12,9
34 Palencia;C. - De las cuales: Industria manufacturera;Empleo total (miles de personas);2018;12,7
34 Palencia;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2021(P);11,1
34 Palencia;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2020;11,7
34 Palencia;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2019;12,5
34 Palencia;C. - De las cuales: Industria manufacturera;Empleo asalariado (miles de personas);2018;12,3
34 Palencia;F. Construcción;Empleo total (miles de personas);2021(P);4,1
34 Palencia;F. Construcción;Empleo total (miles de personas);2020;4,1
34 Palencia;F. Construcción;Empleo total (miles de personas);2019;4,2
34 Palencia;F. Construcción;Empleo total (miles de personas);2018;3,6
34 Palencia;F. Construcción;Empleo asalariado (miles de personas);2021(P);3,3
34 Palencia;F. Construcción;Empleo asalariado (miles de personas);2020;3,2
34 Palencia;F. Construcción;Empleo asalariado (miles de personas);2019;2,9
34 Palencia;F. Construcción;Empleo asalariado (miles de personas);2018;2,7
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2021(P);15,2
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2020;14,6
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2019;16,6
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo total (miles de personas);2018;15,7
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2021(P);10,9
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2020;10,3
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2019;11,1
34 Palencia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;Empleo asalariado (miles de personas);2018;10,9
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2021(P);7,2
34 Palencia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Empleo total (miles de personas);2020;7,2
