,comunidad_autónoma,categoria,generacion (MW),porcentaje (%),mes,año
1438,Comunidad Foral de Navarra,Eólica,144298.391,63.266237709776995,2,2020
1439,Comunidad Foral de Navarra,Eólica,210465.835,61.96638922112208,3,2020
1440,Comunidad Foral de Navarra,Eólica,174898.501,61.362826518248895,4,2020
1441,Comunidad Foral de Navarra,Eólica,197074.674,63.72690818961762,5,2020
1442,Comunidad Foral de Navarra,Eólica,162729.101,63.920742790395245,6,2020
1443,Comunidad Foral de Navarra,Eólica,258527.761,75.71890262786378,7,2020
1444,Comunidad Foral de Navarra,Eólica,225631.881,75.12001448412872,8,2020
1445,Comunidad Foral de Navarra,Eólica,206404.315,75.10271837666481,9,2020
1446,Comunidad Foral de Navarra,Eólica,208930.956,69.80320700719025,10,2020
1447,Comunidad Foral de Navarra,Eólica,169954.878,70.14052588408263,11,2020
1448,Comunidad Foral de Navarra,Eólica,246710.193,69.82462036660118,12,2020
1449,Comunidad Foral de Navarra,Solar fotovoltaica,11659.481,4.234388114794243,1,2020
1450,Comunidad Foral de Navarra,Solar fotovoltaica,20867.56,9.149180404811542,2,2020
1451,Comunidad Foral de Navarra,Solar fotovoltaica,21674.25,6.381439588881042,3,2020
1452,Comunidad Foral de Navarra,Solar fotovoltaica,22353.065,7.842532908536142,4,2020
1453,Comunidad Foral de Navarra,Solar fotovoltaica,33521.312,10.839594600671658,5,2020
1454,Comunidad Foral de Navarra,Solar fotovoltaica,30003.434,11.785487511189531,6,2020
1455,Comunidad Foral de Navarra,Solar fotovoltaica,37163.681,10.884684615869903,7,2020
1456,Comunidad Foral de Navarra,Solar fotovoltaica,31412.836,10.458330112080038,8,2020
1457,Comunidad Foral de Navarra,Solar fotovoltaica,27483.123,10.000068296926056,9,2020
1458,Comunidad Foral de Navarra,Solar fotovoltaica,19866.066,6.637193185563674,10,2020
1459,Comunidad Foral de Navarra,Solar fotovoltaica,13865.337,5.722236632360906,11,2020
1460,Comunidad Foral de Navarra,Solar fotovoltaica,10468.352,2.9627827507878863,12,2020
1461,Comunidad Foral de Navarra,Otras renovables,22721.898,8.251939759305502,1,2020
1462,Comunidad Foral de Navarra,Otras renovables,24484.669,10.735066957186016,2,2020
1463,Comunidad Foral de Navarra,Otras renovables,28117.144,8.278388218640508,3,2020
1464,Comunidad Foral de Navarra,Otras renovables,27539.495,9.662182605471175,4,2020
1465,Comunidad Foral de Navarra,Otras renovables,27627.529,8.93375576046366,5,2020
1466,Comunidad Foral de Navarra,Otras renovables,27215.406,10.690337230230133,6,2020
1467,Comunidad Foral de Navarra,Otras renovables,21458.786,6.28495648343996,7,2020
1468,Comunidad Foral de Navarra,Otras renovables,23890.058,7.9537585514640785,8,2020
1469,Comunidad Foral de Navarra,Otras renovables,22662.099,8.245880126203259,9,2020
1470,Comunidad Foral de Navarra,Otras renovables,24813.272,8.290039901706656,10,2020
1471,Comunidad Foral de Navarra,Otras renovables,26578.143,10.968822719182853,11,2020
1472,Comunidad Foral de Navarra,Otras renovables,27931.644,7.905293311148494,12,2020
1473,Comunitat Valenciana,Hidráulica,32249.567,12.581930289794146,1,2020
1474,Comunitat Valenciana,Hidráulica,30693.045,11.507680918649703,2,2020
1475,Comunitat Valenciana,Hidráulica,28723.772,8.673530302725732,3,2020
1476,Comunitat Valenciana,Hidráulica,50159.251,23.379419739399946,4,2020
1477,Comunitat Valenciana,Hidráulica,53933.744,20.878079261785643,5,2020
1478,Comunitat Valenciana,Hidráulica,34910.409,14.04123210380264,6,2020
1479,Comunitat Valenciana,Hidráulica,35077.365,16.96883557285737,7,2020
1480,Comunitat Valenciana,Hidráulica,45058.178,18.771907250613243,8,2020
1481,Comunitat Valenciana,Hidráulica,43023.312,16.384818701732485,9,2020
1482,Comunitat Valenciana,Hidráulica,35404.865,9.90753737647768,10,2020
1483,Comunitat Valenciana,Hidráulica,14245.26,8.396586710988046,11,2020
1484,Comunitat Valenciana,Hidráulica,29379.811,6.262422264838893,12,2020
1485,Comunitat Valenciana,Eólica,191255.545,74.61693779412876,1,2020
1486,Comunitat Valenciana,Eólica,186908.104,70.07707517914218,2,2020
1487,Comunitat Valenciana,Eólica,260829.255,78.7609108956817,3,2020
1488,Comunitat Valenciana,Eólica,114045.472,53.157032972162675,4,2020
1489,Comunitat Valenciana,Eólica,134346.826,52.00647078751521,5,2020
1490,Comunitat Valenciana,Eólica,141292.798,56.82903833391645,6,2020
1491,Comunitat Valenciana,Eólica,97427.705,47.131097401012134,7,2020
1492,Comunitat Valenciana,Eólica,122532.097,51.04869442584086,8,2020
1493,Comunitat Valenciana,Eólica,158757.129,60.46040286885762,9,2020
1494,Comunitat Valenciana,Eólica,264867.847,74.11942098860345,10,2020
1495,Comunitat Valenciana,Eólica,121275.995,71.4837362026985,11,2020
1496,Comunitat Valenciana,Eólica,404282.483,86.17440128609239,12,2020
1497,Comunitat Valenciana,Solar fotovoltaica,28692.071,11.193999509879442,1,2020
1498,Comunitat Valenciana,Solar fotovoltaica,40798.74,15.296588585555796,2,2020
1499,Comunitat Valenciana,Solar fotovoltaica,34885.5,10.534147164785269,3,2020
1500,Comunitat Valenciana,Solar fotovoltaica,43056.615,20.068853792149802,4,2020
1501,Comunitat Valenciana,Solar fotovoltaica,56420.617,21.840762876110556,5,2020
1502,Comunitat Valenciana,Solar fotovoltaica,56715.134,22.811258392655002,6,2020
1503,Comunitat Valenciana,Solar fotovoltaica,57838.866,27.979815669578677,7,2020
1504,Comunitat Valenciana,Solar fotovoltaica,56240.074,23.43045146866847,8,2020
1505,Comunitat Valenciana,Solar fotovoltaica,48248.469,18.374745700683388,9,2020
1506,Comunitat Valenciana,Solar fotovoltaica,45414.512,12.708591745074985,10,2020
1507,Comunitat Valenciana,Solar fotovoltaica,28534.459,16.819072396336274,11,2020
1508,Comunitat Valenciana,Solar fotovoltaica,30502.682,6.501766634717308,12,2020
1509,Comunitat Valenciana,Solar térmica,1315.325,0.513164330498561,1,2020
1510,Comunitat Valenciana,Solar térmica,5645.095,2.1165039837352353,2,2020
1511,Comunitat Valenciana,Solar térmica,3725.853,1.1250715574194634,3,2020
1512,Comunitat Valenciana,Solar térmica,4212.705,1.9635579971732202,4,2020
1513,Comunitat Valenciana,Solar térmica,10581.928,4.096328479003957,5,2020
1514,Comunitat Valenciana,Solar térmica,12767.689,5.135261654429996,6,2020
1515,Comunitat Valenciana,Solar térmica,12911.193,6.245848599700322,7,2020
1516,Comunitat Valenciana,Solar térmica,12674.283,5.280294843347287,8,2020
1517,Comunitat Valenciana,Solar térmica,9224.035,3.512843018069715,9,2020
1518,Comunitat Valenciana,Solar térmica,8479.22,2.3727865951014664,10,2020
1519,Comunitat Valenciana,Solar térmica,2856.928,1.6839596945966349,11,2020
1520,Comunitat Valenciana,Solar térmica,2162.347,0.46091276751601934,12,2020
1521,Comunitat Valenciana,Otras renovables,2804.021,1.0939680756990902,1,2020
1522,Comunitat Valenciana,Otras renovables,2672.917,1.002151332917096,2,2020
1523,Comunitat Valenciana,Otras renovables,3001.489,0.9063400793878309,3,2020
1524,Comunitat Valenciana,Otras renovables,3070.422,1.4311354991143679,4,2020
1525,Comunitat Valenciana,Otras renovables,3044.02,1.1783585955846256,5,2020
1526,Comunitat Valenciana,Otras renovables,2941.788,1.183209515195922,6,2020
1527,Comunitat Valenciana,Otras renovables,3461.265,1.6744027568514956,7,2020
1528,Comunitat Valenciana,Otras renovables,3525.203,1.46865201153015,8,2020
1529,Comunitat Valenciana,Otras renovables,3327.391,1.2671897106567798,9,2020
1530,Comunitat Valenciana,Otras renovables,3186.384,0.8916632947424165,10,2020
1531,Comunitat Valenciana,Otras renovables,2742.725,1.6166449953805468,11,2020
1532,Comunitat Valenciana,Otras renovables,2817.199,0.6004970468353886,12,2020
1533,Extremadura,Hidráulica,90353.729,40.32418008504191,1,2020
1534,Extremadura,Hidráulica,60864.594,20.68467678234369,2,2020
1535,Extremadura,Hidráulica,44749.996,13.644730899324934,3,2020
1536,Extremadura,Hidráulica,67563.233,20.734928552761144,4,2020
1537,Extremadura,Hidráulica,77545.154,13.543145999625025,5,2020
1538,Extremadura,Hidráulica,159563.077,20.691855467453472,6,2020
1539,Extremadura,Hidráulica,228071.039,25.218215100461077,7,2020
1540,Extremadura,Hidráulica,177582.114,21.311067370860055,8,2020
1541,Extremadura,Hidráulica,108363.01,19.115516525312497,9,2020
1542,Extremadura,Hidráulica,74508.786,16.32706722889579,10,2020
1543,Extremadura,Hidráulica,195736.08,51.13581211940771,11,2020
1544,Extremadura,Hidráulica,185891.969,52.25422079004678,12,2020
1545,Extremadura,Eólica,8964.814,4.000928109617976,1,2020
1546,Extremadura,Eólica,7850.162,2.6678575011777244,2,2020
1547,Extremadura,Eólica,14959.167,4.561202825427333,3,2020
1548,Extremadura,Eólica,7642.679,2.345512433022381,4,2020
1549,Extremadura,Eólica,8452.054,1.476138680680352,5,2020
1550,Extremadura,Eólica,7984.295,1.0353891467605092,6,2020
1551,Extremadura,Eólica,7193.698,0.795419814489277,7,2020
1552,Extremadura,Eólica,8540.472,1.0249150101397255,8,2020
1553,Extremadura,Eólica,9301.274,1.640768901246463,9,2020
1554,Extremadura,Eólica,11612.262,2.5445882631016414,10,2020
1555,Extremadura,Eólica,12432.325,3.247929739920282,11,2020
1556,Extremadura,Eólica,11719.245,3.294279032154702,12,2020
1557,Extremadura,Solar fotovoltaica,76825.802,34.28676944839512,1,2020
1558,Extremadura,Solar fotovoltaica,123561.479,41.992052980150454,2,2020
1559,Extremadura,Solar fotovoltaica,146070.506,44.538389382162805,3,2020
1560,Extremadura,Solar fotovoltaica,149785.591,45.96869317396494,4,2020
1561,Extremadura,Solar fotovoltaica,238551.294,41.66262927328088,5,2020
1562,Extremadura,Solar fotovoltaica,294616.152,38.205297554905535,6,2020
1563,Extremadura,Solar fotovoltaica,311051.707,34.39353321177966,7,2020
1564,Extremadura,Solar fotovoltaica,320601.082,38.474320998750066,8,2020
1565,Extremadura,Solar fotovoltaica,247783.772,43.70970120127029,9,2020
1566,Extremadura,Solar fotovoltaica,229362.496,50.26007123481172,10,2020
1567,Extremadura,Solar fotovoltaica,135168.009,35.31247745831229,11,2020
1568,Extremadura,Solar fotovoltaica,116642.502,32.788199973348355,12,2020
1569,Extremadura,Solar térmica,29216.231,13.038981050247344,1,2020
1570,Extremadura,Solar térmica,81318.692,27.635949734306248,2,2020
1571,Extremadura,Solar térmica,98693.205,30.092566350551408,3,2020
1572,Extremadura,Solar térmica,78392.442,24.0583763057412,4,2020
1573,Extremadura,Solar térmica,223575.263,39.0470876969767,5,2020
1574,Extremadura,Solar térmica,290880.773,37.720900263017256,6,2020
1575,Extremadura,Solar térmica,333760.534,36.904488072493734,7,2020
1576,Extremadura,Solar térmica,301869.388,36.226389696364876,8,2020
1577,Extremadura,Solar térmica,177447.823,31.30225704266823,9,2020
1578,Extremadura,Solar térmica,116974.163,25.63248075662935,10,2020
1579,Extremadura,Solar térmica,24972.566,6.524052403192651,11,2020
1580,Extremadura,Solar térmica,19370.897,5.445157927932082,12,2020
1581,Extremadura,Otras renovables,18707.784,8.349141306697652,1,2020
1582,Extremadura,Otras renovables,20654.747,7.019463002021882,2,2020
1583,Extremadura,Otras renovables,23492.524,7.1631105425335155,3,2020
1584,Extremadura,Otras renovables,22458.668,6.892489534510332,4,2020
1585,Extremadura,Otras renovables,24454.822,4.270998349437053,5,2020
1586,Extremadura,Otras renovables,18095.233,2.346557567863238,6,2020
1587,Extremadura,Otras renovables,24313.115,2.6883438007762432,7,2020
1588,Extremadura,Otras renovables,24692.818,2.963306923885284,8,2020
1589,Extremadura,Otras renovables,23989.195,4.231756329502511,9,2020
1590,Extremadura,Otras renovables,23893.608,5.235792516561501,10,2020
1591,Extremadura,Otras renovables,14467.927,3.7797282791670606,11,2020
1592,Extremadura,Otras renovables,22120.753,6.218142276518087,12,2020
1593,Galicia,Hidráulica,1309799.276,53.45705467898102,1,2020
1594,Galicia,Hidráulica,982090.81,47.823796489788236,2,2020
1595,Galicia,Hidráulica,1106496.575,53.282428634617816,3,2020
1596,Galicia,Hidráulica,563131.345,46.30561558711466,4,2020
1597,Galicia,Hidráulica,606170.337,44.325018795985365,5,2020
1598,Galicia,Hidráulica,391369.675,44.375127344600465,6,2020
1599,Galicia,Hidráulica,228817.559,21.32690322982241,7,2020
1600,Galicia,Hidráulica,254144.11,30.75532605525367,8,2020
1601,Galicia,Hidráulica,404116.625,39.77059522470735,9,2020
1602,Galicia,Hidráulica,325871.002,22.792189438581133,10,2020
1603,Galicia,Hidráulica,657698.322,39.22597176693727,11,2020
1604,Galicia,Hidráulica,1088201.357,43.72199110270524,12,2020
1605,Galicia,Eólica,1098630.429,44.83858556892757,1,2020
1606,Galicia,Eólica,1019655.144,49.65302556534637,2,2020
1607,Galicia,Eólica,911904.272,43.9119970113266,3,2020
1608,Galicia,Eólica,615784.069,50.63518597740868,4,2020
1609,Galicia,Eólica,705036.597,51.554420443180724,5,2020
1610,Galicia,Eólica,425126.168,48.202579421928924,6,2020
1611,Galicia,Eólica,807471.314,75.26023199354007,7,2020
1612,Galicia,Eólica,512267.317,61.99218373302057,8,2020
1613,Galicia,Eólica,563565.678,55.46255975555512,9,2020
1614,Galicia,Eólica,1039173.243,72.6822370465498,10,2020
1615,Galicia,Eólica,951289.905,56.73615046216043,11,2020
1616,Galicia,Eólica,1342333.955,53.93258596843409,12,2020
1617,Galicia,Solar fotovoltaica,916.054,0.037387063547971666,1,2020
1618,Galicia,Solar fotovoltaica,1346.88,0.06558753463558628,2,2020
1619,Galicia,Solar fotovoltaica,1950.177,0.09390916264460472,3,2020
1620,Galicia,Solar fotovoltaica,1638.742,0.1347517906296966,4,2020
1621,Galicia,Solar fotovoltaica,2581.302,0.18875265364249358,5,2020
1622,Galicia,Solar fotovoltaica,2286.214,0.25922048607115106,6,2020
1623,Galicia,Solar fotovoltaica,3090.845,0.2880817036134033,7,2020
1624,Galicia,Solar fotovoltaica,2409.981,0.29164457693694457,8,2020
1625,Galicia,Solar fotovoltaica,2194.621,0.2159806799896997,9,2020
1626,Galicia,Solar fotovoltaica,1351.703,0.09454130822201366,10,2020
1627,Galicia,Solar fotovoltaica,1104.741,0.0658881706494274,11,2020
1628,Galicia,Solar fotovoltaica,595.133,0.023911383278054737,12,2020
1629,Galicia,Otras renovables,24905.211,1.016460499416675,1,2020
1630,Galicia,Otras renovables,35247.648,1.7164159643197268,2,2020
1631,Galicia,Otras renovables,40781.591,1.9638038301778498,3,2020
1632,Galicia,Otras renovables,21904.429,1.8011749442383578,4,2020
1633,Galicia,Otras renovables,39100.721,2.8591636500048327,5,2020
1634,Galicia,Otras renovables,49823.483,5.649194467804733,6,2020
1635,Galicia,Otras renovables,19519.316,1.8192946610549419,7,2020
1636,Galicia,Otras renovables,42882.77,5.189471333813128,8,2020
1637,Galicia,Otras renovables,40511.438,3.9868787943797854,9,2020
1638,Galicia,Otras renovables,53383.105,3.7337407578832913,10,2020
1639,Galicia,Otras renovables,51002.268,3.0418407006636214,11,2020
1640,Galicia,Otras renovables,42839.07,1.7211974836640151,12,2020
1641,Galicia,Residuos renovables,15938.783,0.650512189126766,1,2020
1642,Galicia,Residuos renovables,15220.469,0.741174445910079,2,2020
1643,Galicia,Residuos renovables,15530.5615,0.7478613612331272,3,2020
1644,Galicia,Residuos renovables,13660.3195,1.1232717006086144,4,2020
1645,Galicia,Residuos renovables,14669.035,1.0726444571865732,5,2020
1646,Galicia,Residuos renovables,13351.76,1.513878279594715,6,2020
1647,Galicia,Residuos renovables,14006.6595,1.3054884119691736,7,2020
1648,Galicia,Residuos renovables,14637.606,1.7713743009756846,8,2020
1649,Galicia,Residuos renovables,5730.765,0.5639855453680482,9,2020
1650,Galicia,Residuos renovables,9969.5145,0.6972914487637701,10,2020
1651,Galicia,Residuos renovables,15595.7225,0.9301488995892381,11,2020
1652,Galicia,Residuos renovables,14941.2815,0.6003140619186107,12,2020
1653,Illes Balears,Eólica,370.826,2.3516722369106877,1,2020
1654,Illes Balears,Eólica,339.276,2.2243873962395426,2,2020
1655,Illes Balears,Eólica,533.154,2.626351355145753,3,2020
1656,Illes Balears,Eólica,241.702,1.5201132207687384,4,2020
1657,Illes Balears,Eólica,352.562,1.892473990976124,5,2020
1658,Illes Balears,Eólica,220.432,0.8211410594519656,6,2020
1659,Illes Balears,Eólica,221.35,0.9300228888149548,7,2020
1660,Illes Balears,Eólica,208.655,0.9013382662619892,8,2020
1661,Illes Balears,Eólica,189.775,0.7556267766337386,9,2020
1662,Illes Balears,Eólica,327.893,2.0092829136560098,10,2020
1663,Illes Balears,Eólica,348.844,1.7449757489968905,11,2020
1664,Illes Balears,Eólica,286.454,1.82824414265594,12,2020
1665,Illes Balears,Solar fotovoltaica,5934.386,37.6341755953236,1,2020
1666,Illes Balears,Solar fotovoltaica,8736.128,57.27647406576168,2,2020
1667,Illes Balears,Solar fotovoltaica,9208.55,45.361917516191234,3,2020
1668,Illes Balears,Solar fotovoltaica,10827.855,68.09859057048303,4,2020
1669,Illes Balears,Solar fotovoltaica,12909.149,69.29342563332247,5,2020
1670,Illes Balears,Solar fotovoltaica,12248.321,45.62676599789395,6,2020
1671,Illes Balears,Solar fotovoltaica,12754.592,53.589620499191824,7,2020
1672,Illes Balears,Solar fotovoltaica,12079.867,52.18205352594194,8,2020
1673,Illes Balears,Solar fotovoltaica,10546.029,41.9911047269447,9,2020
1674,Illes Balears,Solar fotovoltaica,9724.975,59.5933005682703,10,2020
1675,Illes Balears,Solar fotovoltaica,6760.523,33.817261255849914,11,2020
1676,Illes Balears,Solar fotovoltaica,6736.717,42.99595535751183,12,2020
1677,Illes Balears,Otras renovables,201.474,1.2776903783967246,1,2020
1678,Illes Balears,Otras renovables,81.622,0.5351364318603848,2,2020
1679,Illes Balears,Otras renovables,26.787,0.1319545079851024,3,2020
1680,Illes Balears,Otras renovables,15.416,0.09695437113210015,4,2020
1681,Illes Balears,Otras renovables,2.383,0.012791411214186735,5,2020
1682,Illes Balears,Otras renovables,59.751,0.22258111092452273,6,2020
1683,Illes Balears,Otras renovables,52.531,0.22071394792111312,7,2020
1684,Illes Balears,Otras renovables,50.303,0.21729658435109073,8,2020
1685,Illes Balears,Otras renovables,2.81,0.011188571952790438,9,2020
1686,Illes Balears,Otras renovables,27.317,0.16739479449802594,10,2020
1687,Illes Balears,Otras renovables,69.146,0.3458798005416146,11,2020
1688,Illes Balears,Otras renovables,39.86,0.25439969951987323,12,2020
1689,Illes Balears,Residuos renovables,9261.923,58.736461789369,1,2020
1690,Illes Balears,Residuos renovables,6095.533,39.96400210613839,2,2020
1691,Illes Balears,Residuos renovables,10531.687,51.87977662067791,3,2020
1692,Illes Balears,Residuos renovables,4815.29,30.284341837616147,4,2020
1693,Illes Balears,Residuos renovables,5365.594,28.80130896448722,5,2020
1694,Illes Balears,Residuos renovables,14316.092,53.32951183172956,6,2020
1695,Illes Balears,Residuos renovables,10772.0165,45.25964266407209,7,2020
1696,Illes Balears,Residuos renovables,10810.6415,46.69931162344497,8,2020
1697,Illes Balears,Residuos renovables,14376.298,57.24207992446878,9,2020
1698,Illes Balears,Residuos renovables,6238.7215,38.23002172357565,10,2020
1699,Illes Balears,Residuos renovables,12812.825,64.09188319461158,11,2020
1700,Illes Balears,Residuos renovables,8605.2265,54.921400800312355,12,2020
1701,La Rioja,Hidráulica,17105.815,18.597097058077242,1,2020
1702,La Rioja,Hidráulica,13882.706,20.466518238636812,2,2020
1703,La Rioja,Hidráulica,17098.413,14.759768047103258,3,2020
1704,La Rioja,Hidráulica,17539.641,20.08863967267079,4,2020
1705,La Rioja,Hidráulica,14973.754,16.321828137569568,5,2020
1706,La Rioja,Hidráulica,10002.007,15.060761290383201,6,2020
1707,La Rioja,Hidráulica,10431.662,11.810855787178513,7,2020
1708,La Rioja,Hidráulica,10207.538,11.962197370424073,8,2020
1709,La Rioja,Hidráulica,6860.884,7.715119029341776,9,2020
1710,La Rioja,Hidráulica,6778.669,6.521233148345357,10,2020
1711,La Rioja,Hidráulica,5013.458,7.0225219706206365,11,2020
1712,La Rioja,Hidráulica,9688.281,7.969747983937641,12,2020
1713,La Rioja,Eólica,68197.721,74.1431867804412,1,2020
1714,La Rioja,Eólica,42804.9,63.1049354897399,2,2020
1715,La Rioja,Eólica,86194.651,74.40532964439547,3,2020
1716,La Rioja,Eólica,57895.189,66.3089735190232,4,2020
1717,La Rioja,Eólica,59201.757,64.53164004137881,5,2020
1718,La Rioja,Eólica,40136.793,60.43693614036897,6,2020
1719,La Rioja,Eólica,58869.573,66.65285329948169,7,2020
1720,La Rioja,Eólica,57839.586,67.78211783836778,8,2020
1721,La Rioja,Eólica,66897.092,75.22631595240897,9,2020
1722,La Rioja,Eólica,85786.61,82.52866231057678,10,2020
1723,La Rioja,Eólica,59266.503,83.0166163632674,11,2020
1724,La Rioja,Eólica,107535.594,88.46064471943336,12,2020
1725,La Rioja,Solar fotovoltaica,6043.202,6.570047328090858,1,2020
1726,La Rioja,Solar fotovoltaica,10346.725,15.2536138071828,2,2020
1727,La Rioja,Solar fotovoltaica,11976.377,10.33830137128296,3,2020
1728,La Rioja,Solar fotovoltaica,11432.086,13.093486711671254,4,2020
1729,La Rioja,Solar fotovoltaica,17245.595,18.798201020273815,5,2020
1730,La Rioja,Solar fotovoltaica,15606.519,23.49988929550139,6,2020
1731,La Rioja,Solar fotovoltaica,18391.384,20.822950758050087,7,2020
1732,La Rioja,Solar fotovoltaica,16649.497,19.511518765081597,8,2020
1733,La Rioja,Solar fotovoltaica,14600.775,16.418688473036077,9,2020
1734,La Rioja,Solar fotovoltaica,10674.666,10.269270525927011,10,2020
1735,La Rioja,Solar fotovoltaica,6452.337,9.038008963942342,11,2020
1736,La Rioja,Solar fotovoltaica,3536.516,2.909199398857569,12,2020
1737,La Rioja,Otras renovables,634.365,0.689668833390702,1,2020
1738,La Rioja,Otras renovables,796.972,1.174932464440496,2,2020
1739,La Rioja,Otras renovables,575.286,0.49660093721831633,3,2020
1740,La Rioja,Otras renovables,444.327,0.5089000966347483,4,2020
1741,La Rioja,Otras renovables,319.561,0.34833080077780554,5,2020
1742,La Rioja,Otras renovables,665.713,1.0024132737464462,6,2020
1743,La Rioja,Otras renovables,630.041,0.7133401552897072,7,2020
1744,La Rioja,Otras renovables,635.009,0.7441660261265372,8,2020
1745,La Rioja,Otras renovables,569.028,0.6398765452131667,9,2020
1746,La Rioja,Otras renovables,707.711,0.6808340151508564,10,2020
1747,La Rioja,Otras renovables,658.835,0.9228527021696098,11,2020
1748,La Rioja,Otras renovables,802.813,0.6604078977714342,12,2020
1749,Melilla,Solar fotovoltaica,4.709,4.312705492311496,1,2020
1750,Melilla,Solar fotovoltaica,5.41,1.3533678471319734,2,2020
1751,Melilla,Solar fotovoltaica,6.338,1.1500770740355313,3,2020
1752,Melilla,Solar fotovoltaica,5.699,1.1687211741761632,4,2020
1753,Melilla,Solar fotovoltaica,8.014,1.596016928055763,5,2020
1754,Melilla,Solar fotovoltaica,8.75,1.5969003707546403,6,2020
1755,Melilla,Solar fotovoltaica,7.909,1.4370254354773941,7,2020
1756,Melilla,Solar fotovoltaica,8.19,1.5613978228128034,8,2020
1757,Melilla,Solar fotovoltaica,6.833,1.314563022744653,9,2020
1758,Melilla,Solar fotovoltaica,6.295,1.080798949933856,10,2020
1759,Melilla,Solar fotovoltaica,4.727,0.9022473153990924,11,2020
1760,Melilla,Solar fotovoltaica,3.833,1.2629366159361315,12,2020
1761,Melilla,Residuos renovables,104.48,95.6872945076885,1,2020
1762,Melilla,Residuos renovables,394.3335,98.64663215286802,2,2020
1763,Melilla,Residuos renovables,544.7555,98.84992292596448,3,2020
1764,Melilla,Residuos renovables,481.928,98.83127882582383,4,2020
1765,Melilla,Residuos renovables,494.111,98.40398307194424,5,2020
1766,Melilla,Residuos renovables,539.1865,98.40309962924536,6,2020
1767,Melilla,Residuos renovables,542.464,98.5629745645226,7,2020
1768,Melilla,Residuos renovables,516.34,98.43860217718718,8,2020
1769,Melilla,Residuos renovables,512.9595,98.68543697725535,9,2020
1770,Melilla,Residuos renovables,576.1445,98.91920105006615,10,2020
1771,Melilla,Residuos renovables,519.187,99.09775268460092,11,2020
1772,Melilla,Residuos renovables,299.666,98.73706338406386,12,2020
1773,País Vasco,Hidráulica,28102.136,32.54401150353787,1,2020
1774,País Vasco,Hidráulica,20626.718,26.89645413383171,2,2020
1775,País Vasco,Hidráulica,43269.083,43.69823440192323,3,2020
1776,País Vasco,Hidráulica,31553.459,45.58358242885003,4,2020
1777,País Vasco,Hidráulica,32859.594,48.7556986894422,5,2020
1778,País Vasco,Hidráulica,19766.564,42.62108070444172,6,2020
1779,País Vasco,Hidráulica,20146.987,35.460514712510516,7,2020
1780,País Vasco,Hidráulica,19579.44,23.731783804732398,8,2020
1781,País Vasco,Hidráulica,18843.992,23.002948282443562,9,2020
1782,País Vasco,Hidráulica,27763.924,27.97897854298516,10,2020
1783,País Vasco,Hidráulica,18616.329,20.574764045634016,11,2020
1784,País Vasco,Hidráulica,70146.415,48.70015912713746,12,2020
1785,País Vasco,Eólica,35451.032,41.05448757419326,1,2020
1786,País Vasco,Eólica,29821.636,38.88627676345914,2,2020
1787,País Vasco,Eólica,30042.367,30.340333192515384,3,2020
1788,País Vasco,Eólica,27739.68,40.07402135626153,4,2020
1789,País Vasco,Eólica,21614.26,32.07033988171804,5,2020
1790,País Vasco,Eólica,14659.028,31.608104242936246,6,2020
1791,País Vasco,Eólica,20468.598,36.02657908715896,7,2020
1792,País Vasco,Eólica,20299.905,24.605042673161552,8,2020
1793,País Vasco,Eólica,22061.707,26.930827881025586,9,2020
1794,País Vasco,Eólica,31576.023,31.82060540108833,10,2020
1795,País Vasco,Eólica,34348.888,37.962385915607186,11,2020
1796,País Vasco,Eólica,38869.969,26.98603593023108,12,2020
1797,País Vasco,Solar fotovoltaica,1749.26,2.025751265408389,1,2020
1798,País Vasco,Solar fotovoltaica,3238.95,4.223467355144633,2,2020
1799,País Vasco,Solar fotovoltaica,4201.527,4.243198583432178,3,2020
1800,País Vasco,Solar fotovoltaica,4889.968,7.0642733464638185,4,2020
1801,País Vasco,Solar fotovoltaica,8248.578,12.238896913466482,5,2020
1802,País Vasco,Solar fotovoltaica,7529.327,16.234893111272758,6,2020
1803,País Vasco,Solar fotovoltaica,8825.827,15.534251756035408,7,2020
1804,País Vasco,Solar fotovoltaica,7543.771,9.143629360411225,8,2020
1805,País Vasco,Solar fotovoltaica,6519.957,7.958941697425678,9,2020
1806,País Vasco,Solar fotovoltaica,3856.352,3.886222634170801,10,2020
1807,País Vasco,Solar fotovoltaica,3180.89,3.515519155528288,11,2020
1808,País Vasco,Solar fotovoltaica,1792.349,1.2443641134242671,12,2020
1809,País Vasco,Otras renovables,5307.337,6.146224485610353,1,2020
1810,País Vasco,Otras renovables,4788.501,6.244022801703465,2,2020
1811,País Vasco,Otras renovables,4551.965,4.597112297465386,3,2020
1812,País Vasco,Otras renovables,5037.997,7.278122868424637,4,2020
1813,País Vasco,Otras renovables,4673.985,6.935064515373273,5,2020
1814,País Vasco,Otras renovables,4422.516,9.53592194134928,6,2020
1815,País Vasco,Otras renovables,4727.145,8.320201666912801,7,2020
1816,País Vasco,Otras renovables,4433.635,5.373905856811775,8,2020
1817,País Vasco,Otras renovables,4045.68,4.938580307575819,9,2020
1818,País Vasco,Otras renovables,4538.752,4.573908386290461,10,2020
1819,País Vasco,Otras renovables,4563.516,5.04359720536071,11,2020
1820,País Vasco,Otras renovables,4706.341,3.2674450377338777,12,2020
1821,País Vasco,Residuos renovables,15741.409,18.22952517125013,1,2020
1822,País Vasco,Residuos renovables,18213.553,23.74977894586104,2,2020
