,comunidad_autonoma,provincias,ramas de actividad,magnitud,periodo,total
335,Islas Baleares,"Balears, Illes","O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,135.7
336,Cataluña,Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,9.9
337,Cataluña,Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,9.0
338,Cataluña,Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,9.5
339,Cataluña,Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,7.8
340,Cataluña,Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,7.0
341,Cataluña,Barcelona,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,6.8
342,Cataluña,Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,371.5
343,Cataluña,Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,372.3
344,Cataluña,Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,389.2
345,Cataluña,Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,356.1
346,Cataluña,Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,359.0
347,Cataluña,Barcelona,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,376.5
348,Cataluña,Barcelona,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,335.6
349,Cataluña,Barcelona,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,338.6
350,Cataluña,Barcelona,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,355.5
351,Cataluña,Barcelona,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,320.7
352,Cataluña,Barcelona,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,325.8
353,Cataluña,Barcelona,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,343.0
354,Cataluña,Barcelona,F. Construcción,Empleo total (miles de personas),2021,152.0
355,Cataluña,Barcelona,F. Construcción,Empleo total (miles de personas),2020,146.4
356,Cataluña,Barcelona,F. Construcción,Empleo total (miles de personas),2019,151.5
357,Cataluña,Barcelona,F. Construcción,Empleo asalariado (miles de personas),2021,124.4
358,Cataluña,Barcelona,F. Construcción,Empleo asalariado (miles de personas),2020,121.6
359,Cataluña,Barcelona,F. Construcción,Empleo asalariado (miles de personas),2019,129.1
360,Cataluña,Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,829.0
361,Cataluña,Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,825.3
362,Cataluña,Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,898.0
363,Cataluña,Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,680.6
364,Cataluña,Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,677.6
365,Cataluña,Barcelona,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,736.4
366,Cataluña,Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,533.6
367,Cataluña,Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,514.1
368,Cataluña,Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,524.7
369,Cataluña,Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,455.9
370,Cataluña,Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,447.3
371,Cataluña,Barcelona,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,462.5
372,Cataluña,Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,799.2
373,Cataluña,Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,774.0
374,Cataluña,Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,778.5
375,Cataluña,Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,737.8
376,Cataluña,Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,710.9
377,Cataluña,Barcelona,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,717.2
378,País Vasco,Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,6.0
379,País Vasco,Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,4.6
380,País Vasco,Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,4.8
381,País Vasco,Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,3.3
382,País Vasco,Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,2.5
383,País Vasco,Bizkaia,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,2.6
384,País Vasco,Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,71.6
385,País Vasco,Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,74.5
386,País Vasco,Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,77.4
387,País Vasco,Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,68.9
388,País Vasco,Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,71.8
389,País Vasco,Bizkaia,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,75.3
390,País Vasco,Bizkaia,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,65.9
391,País Vasco,Bizkaia,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,68.9
392,País Vasco,Bizkaia,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,71.8
393,País Vasco,Bizkaia,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,63.4
394,País Vasco,Bizkaia,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,66.4
395,País Vasco,Bizkaia,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,69.8
396,País Vasco,Bizkaia,F. Construcción,Empleo total (miles de personas),2021,36.0
397,País Vasco,Bizkaia,F. Construcción,Empleo total (miles de personas),2020,34.1
398,País Vasco,Bizkaia,F. Construcción,Empleo total (miles de personas),2019,34.2
399,País Vasco,Bizkaia,F. Construcción,Empleo asalariado (miles de personas),2021,29.5
400,País Vasco,Bizkaia,F. Construcción,Empleo asalariado (miles de personas),2020,28.3
401,País Vasco,Bizkaia,F. Construcción,Empleo asalariado (miles de personas),2019,28.5
402,País Vasco,Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,146.0
403,País Vasco,Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,145.4
404,País Vasco,Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,158.5
405,País Vasco,Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,112.3
406,País Vasco,Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,110.7
407,País Vasco,Bizkaia,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,122.1
408,País Vasco,Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,79.2
409,País Vasco,Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,80.1
410,País Vasco,Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,80.7
411,País Vasco,Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,73.9
412,País Vasco,Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,71.6
413,País Vasco,Bizkaia,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,73.8
414,País Vasco,Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,172.8
415,País Vasco,Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,168.4
416,País Vasco,Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,174.5
417,País Vasco,Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,161.7
418,País Vasco,Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,156.8
419,País Vasco,Bizkaia,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,162.0
420,Castilla y León,Burgos,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,10.4
421,Castilla y León,Burgos,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,8.3
422,Castilla y León,Burgos,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,7.2
423,Castilla y León,Burgos,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,5.0
424,Castilla y León,Burgos,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,4.1
425,Castilla y León,Burgos,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,3.1
426,Castilla y León,Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,33.5
427,Castilla y León,Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,33.4
428,Castilla y León,Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,35.1
429,Castilla y León,Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,32.5
430,Castilla y León,Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,32.4
431,Castilla y León,Burgos,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,34.1
432,Castilla y León,Burgos,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,31.4
433,Castilla y León,Burgos,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,31.3
434,Castilla y León,Burgos,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,33.2
435,Castilla y León,Burgos,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,30.5
436,Castilla y León,Burgos,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,30.4
437,Castilla y León,Burgos,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,32.2
438,Castilla y León,Burgos,F. Construcción,Empleo total (miles de personas),2021,11.1
439,Castilla y León,Burgos,F. Construcción,Empleo total (miles de personas),2020,11.6
440,Castilla y León,Burgos,F. Construcción,Empleo total (miles de personas),2019,12.5
441,Castilla y León,Burgos,F. Construcción,Empleo asalariado (miles de personas),2021,9.1
442,Castilla y León,Burgos,F. Construcción,Empleo asalariado (miles de personas),2020,9.5
443,Castilla y León,Burgos,F. Construcción,Empleo asalariado (miles de personas),2019,10.5
444,Castilla y León,Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,39.5
445,Castilla y León,Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,38.7
446,Castilla y León,Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,42.3
447,Castilla y León,Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,28.9
448,Castilla y León,Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,28.5
449,Castilla y León,Burgos,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,31.4
450,Castilla y León,Burgos,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,17.6
451,Castilla y León,Burgos,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,17.0
452,Castilla y León,Burgos,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,18.3
453,Castilla y León,Burgos,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,14.5
454,Castilla y León,Burgos,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,14.5
455,Castilla y León,Burgos,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,15.6
456,Castilla y León,Burgos,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,47.8
457,Castilla y León,Burgos,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,47.0
458,Castilla y León,Burgos,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,48.0
459,Castilla y León,Burgos,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,43.8
460,Castilla y León,Burgos,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,43.0
461,Castilla y León,Burgos,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,43.9
462,Extremadura,Cáceres,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,12.6
463,Extremadura,Cáceres,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,11.4
464,Extremadura,Cáceres,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,13.4
465,Extremadura,Cáceres,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,5.8
466,Extremadura,Cáceres,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,5.2
467,Extremadura,Cáceres,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,6.6
468,Extremadura,Cáceres,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,11.4
469,Extremadura,Cáceres,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,10.7
470,Extremadura,Cáceres,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,10.6
471,Extremadura,Cáceres,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,9.9
472,Extremadura,Cáceres,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,9.6
473,Extremadura,Cáceres,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,9.4
474,Extremadura,Cáceres,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,9.0
475,Extremadura,Cáceres,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,8.4
476,Extremadura,Cáceres,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,8.6
477,Extremadura,Cáceres,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,7.5
478,Extremadura,Cáceres,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,7.3
479,Extremadura,Cáceres,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,7.5
480,Extremadura,Cáceres,F. Construcción,Empleo total (miles de personas),2021,13.0
481,Extremadura,Cáceres,F. Construcción,Empleo total (miles de personas),2020,12.7
482,Extremadura,Cáceres,F. Construcción,Empleo total (miles de personas),2019,13.1
483,Extremadura,Cáceres,F. Construcción,Empleo asalariado (miles de personas),2021,10.8
484,Extremadura,Cáceres,F. Construcción,Empleo asalariado (miles de personas),2020,10.3
485,Extremadura,Cáceres,F. Construcción,Empleo asalariado (miles de personas),2019,10.5
486,Extremadura,Cáceres,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,36.4
487,Extremadura,Cáceres,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,36.5
488,Extremadura,Cáceres,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,39.7
489,Extremadura,Cáceres,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,24.6
490,Extremadura,Cáceres,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,24.5
491,Extremadura,Cáceres,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,27.1
492,Extremadura,Cáceres,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,14.7
493,Extremadura,Cáceres,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,14.5
494,Extremadura,Cáceres,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,13.9
495,Extremadura,Cáceres,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,11.5
496,Extremadura,Cáceres,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,11.5
497,Extremadura,Cáceres,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,11.2
498,Extremadura,Cáceres,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,51.1
499,Extremadura,Cáceres,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,51.0
500,Extremadura,Cáceres,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,50.8
501,Extremadura,Cáceres,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,47.3
