,comunidad_autonoma,provincias,ramas de actividad,magnitud,periodo,total
1749,Andalucía,Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,155.2
1750,Andalucía,Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,150.5
1751,Andalucía,Sevilla,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,167.3
1752,Andalucía,Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,120.6
1753,Andalucía,Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,116.1
1754,Andalucía,Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,119.8
1755,Andalucía,Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,104.3
1756,Andalucía,Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,99.8
1757,Andalucía,Sevilla,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,103.6
1758,Andalucía,Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,256.9
1759,Andalucía,Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,247.8
1760,Andalucía,Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,249.6
1761,Andalucía,Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2021,236.2
1762,Andalucía,Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2020,228.9
1763,Andalucía,Sevilla,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo asalariado (miles de personas),2019,231.3
1764,Castilla y León,Soria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2021,4.2
1765,Castilla y León,Soria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2020,4.2
1766,Castilla y León,Soria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo total (miles de personas),2019,4.1
1767,Castilla y León,Soria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2021,1.7
1768,Castilla y León,Soria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2020,1.7
1769,Castilla y León,Soria,"A. Agricultura, ganadería, silvicultura y pesca",Empleo asalariado (miles de personas),2019,1.7
1770,Castilla y León,Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2021,7.8
1771,Castilla y León,Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2020,7.8
1772,Castilla y León,Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo total (miles de personas),2019,7.7
1773,Castilla y León,Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2021,7.6
1774,Castilla y León,Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2020,7.6
1775,Castilla y León,Soria,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",Empleo asalariado (miles de personas),2019,7.5
1776,Castilla y León,Soria,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2021,7.5
1777,Castilla y León,Soria,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2020,7.3
1778,Castilla y León,Soria,C. - De las cuales: Industria manufacturera,Empleo total (miles de personas),2019,7.2
1779,Castilla y León,Soria,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2021,7.3
1780,Castilla y León,Soria,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2020,7.1
1781,Castilla y León,Soria,C. - De las cuales: Industria manufacturera,Empleo asalariado (miles de personas),2019,7.0
1782,Castilla y León,Soria,F. Construcción,Empleo total (miles de personas),2021,2.9
1783,Castilla y León,Soria,F. Construcción,Empleo total (miles de personas),2020,2.6
1784,Castilla y León,Soria,F. Construcción,Empleo total (miles de personas),2019,2.9
1785,Castilla y León,Soria,F. Construcción,Empleo asalariado (miles de personas),2021,2.5
1786,Castilla y León,Soria,F. Construcción,Empleo asalariado (miles de personas),2020,2.2
1787,Castilla y León,Soria,F. Construcción,Empleo asalariado (miles de personas),2019,2.5
1788,Castilla y León,Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2021,9.9
1789,Castilla y León,Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2020,9.9
1790,Castilla y León,Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo total (miles de personas),2019,10.5
1791,Castilla y León,Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2021,7.3
1792,Castilla y León,Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2020,7.1
1793,Castilla y León,Soria,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",Empleo asalariado (miles de personas),2019,7.9
1794,Castilla y León,Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2021,3.6
1795,Castilla y León,Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2020,3.4
1796,Castilla y León,Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo total (miles de personas),2019,3.5
1797,Castilla y León,Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2021,3.0
1798,Castilla y León,Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2020,2.8
1799,Castilla y León,Soria,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",Empleo asalariado (miles de personas),2019,2.9
1800,Castilla y León,Soria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2021,12.6
1801,Castilla y León,Soria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2020,12.5
1802,Castilla y León,Soria,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",Empleo total (miles de personas),2019,12.7
